
Dump of file C:\Windows\System32\WsmSvc.dll
       3021  BC2 000792F0 ?RecordSoapError@CErrorContext@@UEAAHKPEBG@Z
       3022  BC3 0005F080 ?RecordSoapError@CRequestContext@@QEAAHKPEAU_FWXML_ELEMENT@@@Z
       3023  BC4 0005F0A0 ?RecordSoapError@CRequestContext@@UEAAHKPEBG@Z
       3024  BC5 0008D1B0 ?RecordText@CRequestContext@@AEAAHKPEBG_KK@Z
       3025  BC6 0008D410 ?RecordXml@CRequestContext@@AEAAHKPEAU_FWXML_ELEMENT@@K@Z
       3026  BC7 00117B20 ?Refresh@UserRecord@@QEAAXXZ
       3027  BC8 0005F0D0 ?RegisterChild@ChildLifeTimeManager@@QEAA_NXZ
       3028  BC9 00078B10 ?RegisterChunkBoundary@CircularBufferFormatter@@QEAAKXZ
       3029  BCA 00192130 ?RegisterConfigChangeNotification@CConfigManager@@QEAAPEAVConfigNotification@@PEAX@Z
       3030  BCB 0000CA40 ?RegisterForPolicyNotification@CWSManGroupPolicyManager@@AEAAHPEAVIRequestContext@@H@Z
       3032  BCC 0002B600 ?Release@?$SafeMap@PEAVCCertMapping@@UEmpty@@V?$SafeMap_Iterator@PEAVCCertMapping@@UEmpty@@@@@@UEBAXXZ
       3033  BCD 0002B600 ?Release@?$SafeMap@PEAVCCertMapping@@UEmpty@@V?$SafeSet_Iterator@PEAVCCertMapping@@@@@@UEBAXXZ
       3034  BCE 0002B600 ?Release@?$SafeMap@PEAVCListenerConnect@@PEAV1@V?$SafeMap_Iterator@PEAVCListenerConnect@@PEAV1@@@@@UEBAXXZ
       3035  BCF 0002B600 ?Release@?$SafeMap@PEAVCListenerOperation@@UEmpty@@V?$SafeMap_Iterator@PEAVCListenerOperation@@UEmpty@@@@@@UEBAXXZ
       3036  BD0 0002B600 ?Release@?$SafeMap@PEAVCListenerOperation@@UEmpty@@V?$SafeSet_Iterator@PEAVCListenerOperation@@@@@@UEBAXXZ
       3037  BD1 0002B600 ?Release@?$SafeMap@PEAVCListenerReceive@@PEAV1@V?$SafeMap_Iterator@PEAVCListenerReceive@@PEAV1@@@@@UEBAXXZ
       3038  BD2 0002B600 ?Release@?$SafeMap@PEAVCListenerSend@@PEAV1@V?$SafeMap_Iterator@PEAVCListenerSend@@PEAV1@@@@@UEBAXXZ
       3039  BD3 0002B600 ?Release@?$SafeMap@PEAVCListenerSignal@@PEAV1@V?$SafeMap_Iterator@PEAVCListenerSignal@@PEAV1@@@@@UEBAXXZ
       3040  BD4 0002B600 ?Release@?$SafeMap@PEAVCShellUriSettings@@UEmpty@@V?$SafeSet_Iterator@PEAVCShellUriSettings@@@@@@UEBAXXZ
       3041  BD5 0002B600 ?Release@?$SafeMap@PEAVCollector@@UEmpty@@V?$SafeMap_Iterator@PEAVCollector@@UEmpty@@@@@@UEBAXXZ
       3042  BD6 0002B600 ?Release@?$SafeMap@PEAVCollector@@UEmpty@@V?$SafeSet_Iterator@PEAVCollector@@@@@@UEBAXXZ
       3043  BD7 0002B600 ?Release@?$SafeMap@PEAVHostOperation@@UEmpty@@V?$SafeMap_Iterator@PEAVHostOperation@@UEmpty@@@@@@UEBAXXZ
       3044  BD8 0002B600 ?Release@?$SafeMap@PEAVHostOperation@@UEmpty@@V?$SafeSet_Iterator@PEAVHostOperation@@@@@@UEBAXXZ
       3045  BD9 0002B600 ?Release@?$SafeMap@PEAVIOperation@@UEmpty@@V?$SafeMap_Iterator@PEAVIOperation@@UEmpty@@@@@@UEBAXXZ
       3046  BDA 0002B600 ?Release@?$SafeMap@PEAVIOperation@@UEmpty@@V?$SafeSet_Iterator@PEAVIOperation@@@@@@UEBAXXZ
       3047  BDB 0002B600 ?Release@?$SafeMap@PEAVListenerSourceSubscription@@UEmpty@@V?$SafeMap_Iterator@PEAVListenerSourceSubscription@@UEmpty@@@@@@UEBAXXZ
       3048  BDC 0002B600 ?Release@?$SafeMap@PEAVListenerSourceSubscription@@UEmpty@@V?$SafeSet_Iterator@PEAVListenerSourceSubscription@@@@@@UEBAXXZ
       3049  BDD 0002B600 ?Release@?$SafeMap@PEAVPushSubscription@@UEmpty@@V?$SafeMap_Iterator@PEAVPushSubscription@@UEmpty@@@@@@UEBAXXZ
       3050  BDE 0002B600 ?Release@?$SafeMap@PEAVPushSubscription@@UEmpty@@V?$SafeSet_Iterator@PEAVPushSubscription@@@@@@UEBAXXZ
       3051  BDF 0002B600 ?Release@?$SafeMap@PEAXUEmpty@@V?$SafeSet_Iterator@PEAX@@@@UEBAXXZ
       3052  BE0 0002B600 ?Release@?$SafeMap@UPluginKey@@KV?$SafeMap_Iterator@UPluginKey@@K@@@@UEBAXXZ
       3053  BE1 0002B600 ?Release@?$SafeMap@UUserKey@@PEAVBlockedRecord@@V?$SafeMap_Iterator@UUserKey@@PEAVBlockedRecord@@@@@@UEBAXXZ
       3054  BE2 0002B600 ?Release@?$SafeMap@VCertThumbprintKey@@VCertThumbprintMappedSet@CServiceConfigSettings@@V?$SafeMap_Iterator@VCertThumbprintKey@@VCertThumbprintMappedSet@CServiceConfigSettings@@@@@@UEBAXXZ
       3055  BE3 0002B600 ?Release@?$SafeMap@VGuidKey@@PEAVCListenerCommand@@V?$SafeMap_Iterator@VGuidKey@@PEAVCListenerCommand@@@@@@UEBAXXZ
       3056  BE4 0002B600 ?Release@?$SafeMap@VKey@CWmiPtrCache@@VMapping@2@V?$SafeMap_Iterator@VKey@CWmiPtrCache@@VMapping@2@@@@@UEBAXXZ
       3057  BE5 0002B600 ?Release@?$SafeMap@VKey@Locale@@KV?$SafeMap_Iterator@VKey@Locale@@K@@@@UEBAXXZ
       3058  BE6 0002B600 ?Release@?$SafeMap@VStringKey@@PEAVListenerEvents@@V?$SafeMap_Iterator@VStringKey@@PEAVListenerEvents@@@@@@UEBAXXZ
       3059  BE7 0002B600 ?Release@?$SafeMap@VStringKey@@PEAVListenerSourceSubscription@@V?$SafeMap_Iterator@VStringKey@@PEAVListenerSourceSubscription@@@@@@UEBAXXZ
       3060  BE8 0002B600 ?Release@?$SafeMap@VStringKey@@UOption@WinRM_OperationOptions@@V?$SafeMap_Iterator@VStringKey@@UOption@WinRM_OperationOptions@@@@@@UEBAXXZ
       3061  BE9 0002B600 ?Release@?$SafeMap@VStringKeyCI@@KV?$SafeMap_Iterator@VStringKeyCI@@K@@@@UEBAXXZ
       3062  BEA 0002B600 ?Release@?$SafeMap@VStringKeyCI@@PEAVIISEndpoint@@V?$SafeMap_Iterator@VStringKeyCI@@PEAVIISEndpoint@@@@@@UEBAXXZ
       3063  BEB 0002B600 ?Release@?$SafeMap@VStringKeyCI@@UEmpty@@V?$SafeMap_Iterator@VStringKeyCI@@UEmpty@@@@@@UEBAXXZ
       3064  BEC 0002B600 ?Release@?$SafeMap@VStringKeyCI@@UEmpty@@V?$SafeSet_Iterator@VStringKeyCI@@@@@@UEBAXXZ
       3065  BED 0002B600 ?Release@?$SafeMap@VStringKeyCI@@UUSER_CONTEXT_INFO@WSManHttpListener@@V?$SafeMap_Iterator@VStringKeyCI@@UUSER_CONTEXT_INFO@WSManHttpListener@@@@@@UEBAXXZ
       3066  BEE 0002B600 ?Release@?$SafeMap@VStringKeyStore@@PEAVExpiredOperationIdRecord@@V?$SafeMap_Iterator@VStringKeyStore@@PEAVExpiredOperationIdRecord@@@@@@UEBAXXZ
       3067  BEF 0002B600 ?Release@?$SafeMap@VStringKeyStore@@PEAVServerFullDuplexChannel@@V?$SafeMap_Iterator@VStringKeyStore@@PEAVServerFullDuplexChannel@@@@@@UEBAXXZ
       3068  BF0 0002B600 ?Release@?$SafeMap@VTokenCacheKey@ServiceSoapProcessor@@VTokenCacheMapping@2@V?$SafeMap_Iterator@VTokenCacheKey@ServiceSoapProcessor@@VTokenCacheMapping@2@@@@@UEBAXXZ
       3069  BF1 0002B600 ?Release@?$SafeMap@W4WSManSessionOption@@PEAVOptionValue@SessionOptions@Client@WSMan@@V?$SafeMap_Iterator@W4WSManSessionOption@@PEAVOptionValue@SessionOptions@Client@WSMan@@@@@@UEBAXXZ
       3070  BF2 0002B600 ?Release@?$SafeMap@_KPEAVSendPacketArgs@RobustConnectionBuffer@@V?$SafeMap_Iterator@_KPEAVSendPacketArgs@RobustConnectionBuffer@@@@@@UEBAXXZ
       3071  BF3 000B7B10 ?Release@?$SafeMap_Iterator@PEAVCCertMapping@@UEmpty@@@@QEAAXXZ
       3072  BF4 000B7B10 ?Release@?$SafeMap_Iterator@PEAVCListenerOperation@@UEmpty@@@@QEAAXXZ
       3073  BF5 000B7B10 ?Release@?$SafeMap_Iterator@PEAVCShellUriSettings@@UEmpty@@@@QEAAXXZ
       3074  BF6 000B7B10 ?Release@?$SafeMap_Iterator@VCertThumbprintKey@@VCertThumbprintMappedSet@CServiceConfigSettings@@@@QEAAXXZ
       3075  BF7 000B7B10 ?Release@?$SafeMap_Iterator@VStringKeyCI@@K@@QEAAXXZ
       3076  BF8 000B7B10 ?Release@?$SafeMap_Iterator@VStringKeyStore@@PEAVExpiredOperationIdRecord@@@@QEAAXXZ
       3077  BF9 000B7B10 ?Release@?$SafeMap_Iterator@W4WSManSessionOption@@PEAVOptionValue@SessionOptions@Client@WSMan@@@@QEAAXXZ
       3078  BFA 000B7BA0 ?Release@?$SafeMap_Lock@PEAVCCertMapping@@UEmpty@@V?$SafeMap_Iterator@PEAVCCertMapping@@UEmpty@@@@@@QEAAXXZ
       3079  BFB 000B7BA0 ?Release@?$SafeMap_Lock@PEAVCListenerOperation@@UEmpty@@V?$SafeMap_Iterator@PEAVCListenerOperation@@UEmpty@@@@@@QEAAXXZ
       3080  BFC 000B7BA0 ?Release@?$SafeMap_Lock@PEAVCShellUriSettings@@UEmpty@@V?$SafeMap_Iterator@PEAVCShellUriSettings@@UEmpty@@@@@@QEAAXXZ
       3081  BFD 000B7BA0 ?Release@?$SafeMap_Lock@VCertThumbprintKey@@VCertThumbprintMappedSet@CServiceConfigSettings@@V?$SafeMap_Iterator@VCertThumbprintKey@@VCertThumbprintMappedSet@CServiceConfigSettings@@@@@@QEAAXXZ
       3082  BFE 000B7BA0 ?Release@?$SafeMap_Lock@VStringKeyCI@@KV?$SafeMap_Iterator@VStringKeyCI@@K@@@@QEAAXXZ
       3083  BFF 000B7BA0 ?Release@?$SafeMap_Lock@VStringKeyStore@@PEAVExpiredOperationIdRecord@@V?$SafeMap_Iterator@VStringKeyStore@@PEAVExpiredOperationIdRecord@@@@@@QEAAXXZ
       3084  C00 000B7BA0 ?Release@?$SafeMap_Lock@W4WSManSessionOption@@PEAVOptionValue@SessionOptions@Client@WSMan@@V?$SafeMap_Iterator@W4WSManSessionOption@@PEAVOptionValue@SessionOptions@Client@WSMan@@@@@@QEAAXXZ
       3085  C01 00024C80 ?Release@CBaseConfigCache@@UEAAJP6AXPEAX@Z0@Z
       3086  C02 0001C8B0 ?Release@CWSManCriticalSection@@QEAAXXZ
       3087  C03 000982C0 ?Release@CWSManSecurityUI@@UEAAKXZ
       3088  C04 00025700 ?Release@ILifeTimeMgmt@@UEAAJP6AXPEAX@Z0@Z
       3089  C05 00117BC0 ?Release@UserRecord@@QEAAJXZ
       3090  C06 0005F0F0 ?ReleaseExclusive@FastLock@@QEAAXXZ
       3091  C07 0005F110 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@D@@PEAD@@AEAAXXZ
       3092  C08 0005F110 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@G@@PEAG@@AEAAXXZ
       3093  C09 0005F110 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@UIPRange@CWSManIPFilter@@@@PEAUIPRange@CWSManIPFilter@@@@AEAAXXZ
       3094  C0A 0005F110 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@U_SID@@@@PEAU_SID@@@@AEAAXXZ
       3095  C0B 0005F110 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@U_WSMAN_STREAM_ID_SET@@@@PEAU_WSMAN_STREAM_ID_SET@@@@AEAAXXZ
       3096  C0C 00063CA0 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@V?$Handle@VISubscription@@@@@@PEAV?$Handle@VISubscription@@@@@@AEAAXXZ
       3097  C0D 0005F140 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@V?$SafeMap_Iterator@PEAVCListenerConnect@@PEAV1@@@@@PEAV?$SafeMap_Iterator@PEAVCListenerConnect@@PEAV1@@@@@AEAAXXZ
       3098  C0E 0005F140 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@V?$SafeMap_Iterator@PEAVCListenerReceive@@PEAV1@@@@@PEAV?$SafeMap_Iterator@PEAVCListenerReceive@@PEAV1@@@@@AEAAXXZ
       3099  C0F 0005F140 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@V?$SafeMap_Iterator@PEAVCListenerSend@@PEAV1@@@@@PEAV?$SafeMap_Iterator@PEAVCListenerSend@@PEAV1@@@@@AEAAXXZ
       3100  C10 0005F140 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@V?$SafeMap_Iterator@PEAVCListenerSignal@@PEAV1@@@@@PEAV?$SafeMap_Iterator@PEAVCListenerSignal@@PEAV1@@@@@AEAAXXZ
       3101  C11 0005F140 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@V?$SafeMap_Iterator@VGuidKey@@PEAVCListenerCommand@@@@@@PEAV?$SafeMap_Iterator@VGuidKey@@PEAVCListenerCommand@@@@@@AEAAXXZ
       3102  C12 0005F140 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@V?$SafeMap_Iterator@VStringKeyCI@@K@@@@PEAV?$SafeMap_Iterator@VStringKeyCI@@K@@@@AEAAXXZ
       3103  C13 000B7C00 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@V?$SafeMap_Iterator@W4WSManSessionOption@@PEAVOptionValue@SessionOptions@Client@WSMan@@@@@@PEAV?$SafeMap_Iterator@W4WSManSessionOption@@PEAVOptionValue@SessionOptions@Client@WSMan@@@@@@AEAAXXZ
       3104  C14 0005BB00 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@V?$SafeSet@PEAVCCertMapping@@@@@@PEAV?$SafeSet@PEAVCCertMapping@@@@@@AEAAXXZ
       3105  C15 0017C7B0 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@V?$SafeSet@PEAVCShellUriSettings@@@@@@PEAV?$SafeSet@PEAVCShellUriSettings@@@@@@AEAAXXZ
       3106  C16 0005F140 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@V?$SafeSet_Iterator@PEAVCListenerOperation@@@@@@PEAV?$SafeSet_Iterator@PEAVCListenerOperation@@@@@@AEAAXXZ
       3107  C17 0005F140 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@V?$SafeSet_Iterator@PEAVCollector@@@@@@PEAV?$SafeSet_Iterator@PEAVCollector@@@@@@AEAAXXZ
       3108  C18 0005F140 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@V?$SafeSet_Iterator@PEAVHostOperation@@@@@@PEAV?$SafeSet_Iterator@PEAVHostOperation@@@@@@AEAAXXZ
       3109  C19 0005F140 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@V?$SafeSet_Iterator@PEAVListenerSourceSubscription@@@@@@PEAV?$SafeSet_Iterator@PEAVListenerSourceSubscription@@@@@@AEAAXXZ
       3110  C1A 00063CE0 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@V?$SimpleStack@VCListenerOperation@@@@@@PEAV?$SimpleStack@VCListenerOperation@@@@@@AEAAXXZ
       3111  C1B 00063CE0 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@V?$SimpleStack@VShellHostEntry@@@@@@PEAV?$SimpleStack@VShellHostEntry@@@@@@AEAAXXZ
       3112  C1C 0005BB70 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@V?$queue@PEAU_WSMAN_PUBLISHER_EVENT_STRUCT@@V?$deque@PEAU_WSMAN_PUBLISHER_EVENT_STRUCT@@V?$transport_allocator@PEAU_WSMAN_PUBLISHER_EVENT_STRUCT@@@@@std@@@std@@@@PEAV?$queue@PEAU_WSMAN_PUBLISHER_EVENT_STRUCT@@V?$deque@PEAU_WSMAN_PUBLISHER_EVENT_STRUCT@@V?$transport_allocator@PEAU_WSMAN_PUBLISHER_EVENT_STRUCT@@@@@std@@@std@@@@AEAAXXZ
       3113  C1D 0005F180 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@V?$set@PEAVCListenerSettings@@VCListenerSettingsLessFunctor@CServiceConfigSettings@@V?$transport_allocator@PEAVCListenerSettings@@@@@std@@@@PEAV?$set@PEAVCListenerSettings@@VCListenerSettingsLessFunctor@CServiceConfigSettings@@V?$transport_allocator@PEAVCListenerSettings@@@@@std@@@@AEAAXXZ
       3114  C1E 0005F180 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@V?$set@Usockaddr_storage@@VSockAddrLessFunctor@CListenerSettings@@V?$transport_allocator@Usockaddr_storage@@@@@std@@@@PEAV?$set@Usockaddr_storage@@VSockAddrLessFunctor@CListenerSettings@@V?$transport_allocator@Usockaddr_storage@@@@@std@@@@AEAAXXZ
       3115  C1F 0005F1E0 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@V?$vector@PEAVCWSManRequest@@V?$transport_allocator@PEAVCWSManRequest@@@@@std@@@@PEAV?$vector@PEAVCWSManRequest@@V?$transport_allocator@PEAVCWSManRequest@@@@@std@@@@AEAAXXZ
       3116  C20 0005F230 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@V?$vector@PEAVHandleImpl@Client@WSMan@@V?$transport_allocator@PEAVHandleImpl@Client@WSMan@@@@@std@@@@PEAV?$vector@PEAVHandleImpl@Client@WSMan@@V?$transport_allocator@PEAVHandleImpl@Client@WSMan@@@@@std@@@@AEAAXXZ
       3117  C21 0005F1E0 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@V?$vector@PEAVIServiceConfigObserver@@V?$transport_allocator@PEAVIServiceConfigObserver@@@@@std@@@@PEAV?$vector@PEAVIServiceConfigObserver@@V?$transport_allocator@PEAVIServiceConfigObserver@@@@@std@@@@AEAAXXZ
       3118  C22 0005F230 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@V?$vector@PEAVWSManHttpSenderConnection@@V?$transport_allocator@PEAVWSManHttpSenderConnection@@@@@std@@@@PEAV?$vector@PEAVWSManHttpSenderConnection@@V?$transport_allocator@PEAVWSManHttpSenderConnection@@@@@std@@@@AEAAXXZ
       3119  C23 0005F110 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VAdminSid@CSecurity@@@@PEAVAdminSid@CSecurity@@@@AEAAXXZ
       3120  C24 00114160 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VBlockedRecord@@@@PEAVBlockedRecord@@@@AEAAXXZ
       3121  C25 000611D0 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VCBaseConfigCache@@@@PEAVCBaseConfigCache@@@@AEAAXXZ
       3122  C26 00178D30 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VCCertMapping@@@@PEAVCCertMapping@@@@AEAAXXZ
       3123  C27 00029B50 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VCConfigChangeSource@@@@PEAVCConfigChangeSource@@@@AEAAXXZ
       3124  C28 00178D60 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VCListenerSettings@@@@PEAVCListenerSettings@@@@AEAAXXZ
       3125  C29 00035970 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VCObserverConfigChangeErrors@@@@PEAVCObserverConfigChangeErrors@@@@AEAAXXZ
       3126  C2A 0005F270 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VCServiceWatcher@CServiceConfigCache@@@@PEAVCServiceWatcher@CServiceConfigCache@@@@AEAAXXZ
       3127  C2B 0017C2D0 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VCShellUriSettings@@@@PEAVCShellUriSettings@@@@AEAAXXZ
       3128  C2C 000611D0 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VCWSManEPR@@@@PEAVCWSManEPR@@@@AEAAXXZ
       3129  C2D 000611D0 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VCWSManResource@@@@PEAVCWSManResource@@@@AEAAXXZ
       3130  C2E 00082550 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VCertHash@@@@PEAVCertHash@@@@AEAAXXZ
       3131  C2F 00182540 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VConfigUpdate@@@@PEAVConfigUpdate@@@@AEAAXXZ
       3132  C30 00077B80 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VEnumSinkEx@@@@PEAVEnumSinkEx@@@@AEAAXXZ
       3133  C31 00090FC0 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VEventHandler@WSMan@@@@PEAVEventHandler@WSMan@@@@AEAAXXZ
       3134  C32 001372E0 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VExpiredOperationIdRecord@@@@PEAVExpiredOperationIdRecord@@@@AEAAXXZ
       3135  C33 0005F2B0 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VGPApiManager@@@@PEAVGPApiManager@@@@AEAAXXZ
       3136  C34 00077B80 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VGeneralSinkEx@@@@PEAVGeneralSinkEx@@@@AEAAXXZ
       3137  C35 00035970 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VIChannelObserverFactory@@@@PEAVIChannelObserverFactory@@@@AEAAXXZ
       3138  C36 00035970 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VIQueryDASHSMASHInterface@@@@PEAVIQueryDASHSMASHInterface@@@@AEAAXXZ
       3139  C37 0005F110 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VISpecification@@@@PEAVISpecification@@@@AEAAXXZ
       3140  C38 0005F110 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VInteractiveSid@CSecurity@@@@PEAVInteractiveSid@CSecurity@@@@AEAAXXZ
       3141  C39 000921D0 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VIpHlpApiDllLoader@@@@PEAVIpHlpApiDllLoader@@@@AEAAXXZ
       3142  C3A 000797F0 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VMachineName@@@@PEAVMachineName@@@@AEAAXXZ
       3143  C3B 001361B0 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VMasterReceiveData@CListenerReceive@@@@PEAVMasterReceiveData@CListenerReceive@@@@AEAAXXZ
       3144  C3C 0005F110 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VNetworkServiceSid@CSecurity@@@@PEAVNetworkServiceSid@CSecurity@@@@AEAAXXZ
       3145  C3D 000921D0 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VNtDsApiDllLoader@@@@PEAVNtDsApiDllLoader@@@@AEAAXXZ
       3146  C3E 000B7350 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VOptionValue@SessionOptions@Client@WSMan@@@@PEAVOptionValue@SessionOptions@Client@WSMan@@@@AEAAXXZ
       3147  C3F 00094300 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VPacketCreator@@@@PEAVPacketCreator@@@@AEAAXXZ
       3148  C40 0005BD20 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VPacketParser@@@@PEAVPacketParser@@@@AEAAXXZ
       3149  C41 0008DE80 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VResources@Locale@@@@PEAVResources@Locale@@@@AEAAXXZ
       3150  C42 0018D910 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VRunAsConfiguration@@@@PEAVRunAsConfiguration@@@@AEAAXXZ
       3151  C43 00035970 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VSafeBufferWrite@@@@PEAVSafeBufferWrite@@@@AEAAXXZ
       3152  C44 000A0C20 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VSecurityEntry@Catalog@@@@PEAVSecurityEntry@Catalog@@@@AEAAXXZ
       3153  C45 0005F110 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VSendPacketArgs@RobustConnectionBuffer@@@@PEAVSendPacketArgs@RobustConnectionBuffer@@@@AEAAXXZ
       3154  C46 000611D0 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VServiceSoapProcessor@@@@PEAVServiceSoapProcessor@@@@AEAAXXZ
       3155  C47 000921D0 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VShell32DllLoader@@@@PEAVShell32DllLoader@@@@AEAAXXZ
       3156  C48 000921D0 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VShlWApiDllLoader@@@@PEAVShlWApiDllLoader@@@@AEAAXXZ
       3157  C49 00062D90 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VSubscriptionEnumerator@@@@PEAVSubscriptionEnumerator@@@@AEAAXXZ
       3158  C4A 000B9820 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VSubscriptionManager@@@@PEAVSubscriptionManager@@@@AEAAXXZ
       3159  C4B 00077EB0 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VTSTRBUFFER@@@@PEAVTSTRBUFFER@@@@AEAAXXZ
       3160  C4C 00070410 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VUniqueStringOverflow@@@@PEAVUniqueStringOverflow@@@@AEAAXXZ
       3161  C4D 000921D0 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VUser32DllLoader@@@@PEAVUser32DllLoader@@@@AEAAXXZ
       3162  C4E 00035970 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VWSMANCONFIGTABLE_IDENTITY@@@@PEAVWSMANCONFIGTABLE_IDENTITY@@@@AEAAXXZ
       3163  C4F 00079820 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VWSManMemCryptManager@@@@PEAVWSManMemCryptManager@@@@AEAAXXZ
       3164  C50 00035970 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VWmiEnumContext@@@@PEAVWmiEnumContext@@@@AEAAXXZ
       3165  C51 00063D20 ?ReleasePtr@?$AutoCleanup@V?$AutoDelete@VXmlReader@@@@PEAVXmlReader@@@@AEAAXXZ
       3166  C52 0005F110 ?ReleasePtr@?$AutoCleanup@V?$AutoDeleteVector@$$CBG@@PEBG@@AEAAXXZ
       3167  C53 0005F110 ?ReleasePtr@?$AutoCleanup@V?$AutoDeleteVector@D@@PEAD@@AEAAXXZ
       3168  C54 0005F110 ?ReleasePtr@?$AutoCleanup@V?$AutoDeleteVector@E@@PEAE@@AEAAXXZ
       3169  C55 0005F110 ?ReleasePtr@?$AutoCleanup@V?$AutoDeleteVector@G@@PEAG@@AEAAXXZ
       3170  C56 0005F110 ?ReleasePtr@?$AutoCleanup@V?$AutoDeleteVector@H@@PEAH@@AEAAXXZ
       3171  C57 0005F110 ?ReleasePtr@?$AutoCleanup@V?$AutoDeleteVector@PEAG@@PEAPEAG@@AEAAXXZ
       3172  C58 0005F110 ?ReleasePtr@?$AutoCleanup@V?$AutoDeleteVector@PEBG@@PEAPEBG@@AEAAXXZ
       3173  C59 0005F110 ?ReleasePtr@?$AutoCleanup@V?$AutoDeleteVector@U_CONFIG_UPDATE@@@@PEAU_CONFIG_UPDATE@@@@AEAAXXZ
       3174  C5A 0005F110 ?ReleasePtr@?$AutoCleanup@V?$AutoDeleteVector@U_WINRS_CREATE_SHELL_ENVIRONMENT_VARIABLE@@@@PEAU_WINRS_CREATE_SHELL_ENVIRONMENT_VARIABLE@@@@AEAAXXZ
